1,2,3,female,male,C,Q,S,Dr,Master,Miss,Mr,Mrs,adult,aged,child,senior,High,Low,Age,Fare,SibSp,Parch,Family_Size,Family,AgeFill,Fare_Per_Person,Cabin,AgeClass,ClassFare
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.3103684047129784,-0.02526872949770311,0.18462401795735128,0.10306771417882528,0.2095398428731762,0.08950617283950618,-0.3103684047129784,-0.029476750714028478,1,-0.22601238100019483,-0.03321413966935184
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.2802322487175318,-0.0033263924222445957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.2802322487175318,0.020657860001113273,1,-0.05865214940982032,-0.0018743780473322467
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.07917670712416662,-0.008694034945840753,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,0.07917670712416662,-0.025333077076062888,1,0.03181284063903077,-0.034324216939981736
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.02388602478362474,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,-0.019387973810428213,1,0.10914843382329197,-0.002947808958551054
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.008694034945840753,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,0.015290217477517114,1,-0.15816363846355652,-0.007242020570928404
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.24253433466877583,0.1110613879346041,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.24253433466877583,0.04808573254868621,1,-0.07222189791714799,0.025553494500240685
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023161621691517167,1,0.10914843382329197,-0.014268752601817912
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.008785092322930637,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.008785092322930637,-0.023462600046840268,1,0.09966158317566909,-0.01517168766778722
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.443589876262141,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.443589876262141,0.012947973467220613,1,0.00015009412193288756,-0.009584264581224907
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.0,0.03837043063605463,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,0.011740253899411473,1,-0.15952460441679145,-0.010791984149034047
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.25510030601836114,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.25510030601836114,-0.01837954017049514,1,0.1584638267074223,-0.02041714312884624
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.22996836331919052,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.22996836331919052,0.012947973467220613,1,-0.07674514741959054,-0.009584264581224907
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.05404476442499598,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.05404476442499598,-0.023161621691517167,1,0.1675103257123074,-0.014268752601817912
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.21740239196960517,0.012288567646398768,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.21740239196960517,0.036272820069756635,1,-0.0812683969220331,0.013740582021311117
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.22996836331919052,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.22996836331919052,-0.013499865149044088,1,0.14037082869765208,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023161621691517167,1,0.10914843382329197,-0.014268752601817912
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.10430864982333728,-0.04909774412345545,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.10430864982333728,-0.02511349170009759,1,0.22178931974161806,-0.02012436262755918
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.038874175260589554,1,-0.02518808529674976,-0.061406413309035075
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.3304961341158731,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.3304961341158731,0.012947973467220613,1,-0.040559151400050106,-0.009584264581224907
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.04778023186766367,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023795979444305806,1,0.10914843382329197,-0.01617182586018383
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.36377378294871604,-0.02526872949770311,0.18462401795735128,0.10306771417882528,0.2095398428731762,0.08950617283950618,-0.36377378294871604,-0.029476750714028478,1,-0.2836838121563374,-0.03321413966935184
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.048707370121739375,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.024723117698381505,1,0.10914843382329197,-0.018953240622410925
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.10430864982333728,-0.045950353734619524,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.10430864982333728,-0.02196610131126166,1,0.22178931974161806,-0.010682191461051399
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.04147879307541066,-0.008694034945840753,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,0.04147879307541066,-0.025333077076062888,1,0.004673343624375442,-0.034324216939981736
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.08418092042044258,-0.03593882208660884,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.08418092042044258,-0.011954569663250968,1,-0.08579164642447565,-0.007567202114357899
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.0967468917700279,-0.04365690647453754,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.019672654051179666,1,0.004673343624375442,-0.0038018496808054063
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.038638812762234444,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.06262306518559231,1,-0.15952460441679145,0.040090827137146796
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.05404476442499598,-0.02186915750375859,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.05404476442499598,-0.01837954017049514,1,0.013719842629260551,-0.02041714312884624
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.008785092322930637,-0.0491059419774915,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.008785092322930637,-0.03199793240736159,1,0.09966158317566909,-0.04077768474935118
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.0967468917700279,-0.04817880372341579,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.024194551300057925,1,0.004673343624375442,-0.01736754142744019
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.3480663187617344,-0.0388748249535155,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,-0.3480663187617344,-0.026882373895373592,1,-0.26672162652217785,-0.0254310092133872
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.26010451931463713,0.0286842757184743,0.5596240179573513,0.26973438084549195,0.6095398428731762,0.5895061728395061,-0.26010451931463713,-0.027431337335286837,1,-0.1717333869708842,-0.02707789953312693
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.038874175260589554,1,-0.02518808529674976,-0.061406413309035075
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.25510030601836114,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.25510030601836114,-0.023161621691517167,1,0.38462630182955004,-0.014268752601817912
0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.41845793356297034,-0.04414487397668264,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.41845793356297034,-0.02016062155332477,1,0.5610330324248096,-0.0052657521872407215
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.05904897772127193,0.11491633120155041,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.05904897772127193,0.05001320418215936,1,-0.1807798859757693,0.027480966133713845
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.013150739736432427,0.3096240179573513,0.10306771417882528,0.3095398428731762,0.15200617283950618,0.0,-0.028932637671086555,1,0.10914843382329197,-0.03158180054052608
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0666107357745813,0.11280987308829042,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0666107357745813,0.04895997512552937,1,-0.13554739095134374,0.02642773707708385
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.3556280768150437,-0.004887888429108933,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.3556280768150437,0.019096363994248935,1,-0.03151265239516499,-0.0034358740541965845
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.023161621691517167,1,0.11323133168299675,-0.014268752601817912
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.26010451931463713,-0.03182369454751874,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.26010451931463713,-0.028529264215113325,1,-0.1717333869708842,-0.03037168017260639
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.02388602478362474,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,-0.019387973810428213,1,0.10914843382329197,-0.002947808958551054
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.10931286311961322,-0.048707370121739375,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.10931286311961322,-0.024723117698381505,1,-0.008896404882952222,-0.018953240622410925
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.31793016276628777,-0.0033263924222445957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.31793016276628777,0.020657860001113273,1,-0.04508240090249266,-0.0018743780473322467
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.518985704359653,0.033767335594819425,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.518985704359653,0.05775158801817729,1,0.027289591136588215,0.03521934996973178
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10931286311961322,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.10931286311961322,-0.023161621691517167,1,-0.008896404882952222,-0.014268752601817912
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.034637705538889126,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.010653453115531262,1,0.10914843382329197,0.023255753126139804
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.30536419141670246,0.08990799671661377,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.30536419141670246,0.03750903693969104,1,-0.04960565040493521,0.014976798891245527
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.03338519055438307,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.009400938131025206,1,0.10914843382329197,0.027013298079657973
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-0.05904897772127193,0.23294747211641534,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,-0.05904897772127193,0.035077299689501136,1,-0.1807798859757693,0.012545061641055615
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.07161494907085725,-0.04764203947105618,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,-0.023657787047698314,1,0.03181284063903077,-0.015757248670361348
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.1595767485179545,-0.045950353734619524,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.1595767485179545,-0.02196610131126166,1,-0.06317539891226287,-0.010682191461051399
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.10931286311961322,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.10931286311961322,-0.023747182694091293,1,-0.008896404882952222,-0.016025435609540294
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.047967221014485674,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023982968591127807,1,0.10914843382329197,-0.01673279330064984
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.09174267847375195,-0.04414487397668264,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.09174267847375195,-0.02016062155332477,1,0.20821957123429038,-0.0052657521872407215
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.17214271986753985,0.10597832805825895,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.17214271986753985,0.12996258048161682,1,-0.2214891314977523,0.10743034243317129
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.1470107771683692,0.14970021625046037,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.1470107771683692,0.06740514670661435,1,-0.21244263249286718,0.04487290865816883
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.04147879307541066,-0.012109807460856489,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,0.04147879307541066,-0.021957968519559244,1,0.004673343624375442,-0.027573999826974453
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.012947973467220613,1,-0.15952460441679145,-0.009584264581224907
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.02135106367251596,-0.01889255574067345,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.02135106367251596,0.005091696682684415,1,0.08609183466834142,0.07049120252078682
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.046483006371686605,0.04741402994681031,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.046483006371686605,0.07139828237016817,1,0.0589523376536861,0.26941095958323813
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-0.008785092322930637,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.008785092322930637,-0.023747182694091293,1,0.09966158317566909,-0.016025435609540294
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023161621691517167,1,0.10914843382329197,-0.014268752601817912
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.07917670712416662,-0.011548644833389615,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.07917670712416662,0.012435607589968253,1,-0.1310241414489012,-0.010096630458477265
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.30536419141670246,0.053082650825729556,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.30536419141670246,0.019096363994248935,1,-0.04960565040493521,-0.0034358740541965845
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.07161494907085725,-0.048227600473630304,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,-0.02424334805027244,1,0.03181284063903077,-0.01751393167808372
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.21740239196960517,0.0035457515039653514,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.21740239196960517,0.02753000392732322,1,-0.0812683969220331,0.0049977658788777
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.05404476442499598,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.05404476442499598,-0.01837954017049514,1,0.013719842629260551,-0.02041714312884624
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.01572076697673027,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.008263485446627599,1,0.10914843382329197,0.08000656881261636
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.07917670712416662,-0.012109807460856489,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.07917670712416662,-0.013499865149044088,1,0.03181284063903077,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.028912821725825332,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.028912821725825332,-0.023462600046840268,1,0.14037082869765208,-0.01517168766778722
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0037808790266546863,0.1196414181183219,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,0.14362567054167977,1,-0.15816363846355652,0.12109343249323423
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.0967468917700279,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.023462600046840268,1,0.004673343624375442,-0.01517168766778722
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.04875616687195388,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.024771914448596017,1,0.10914843382329197,-0.019099630873054465
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.1797044779208492,0.05030943391753849,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.1797044779208492,0.017709755540153402,1,-0.09483814542936075,-0.004822482508292115
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.04874796901791785,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.02476371659455998,1,0.10914843382329197,-0.019075037310946345
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.13572357819730058,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.13572357819730058,-0.023747182694091293,1,0.25571369100993724,-0.016025435609540294
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.25510030601836114,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.25510030601836114,-0.01837954017049514,1,0.1584638267074223,-0.02041714312884624
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.3700257413230114,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.39400999374636925,1,-0.15952460441679145,0.37147775569792374
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.11687462117292259,-0.047389857865947585,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.11687462117292259,-0.02340560544258972,1,0.23535906824894573,-0.015000703855035578
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.08418092042044258,-0.04041192258527258,0.18462401795735128,0.10306771417882528,0.2095398428731762,0.08950617283950618,-0.08418092042044258,-0.03326254898592085,1,-0.08579164642447565,-0.050183160759697656
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.3480663187617344,-0.012109807460856489,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.3480663187617344,-0.021957968519559244,1,-0.2757681255270629,-0.027573999826974453
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.04874796901791785,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.02476371659455998,1,0.10914843382329197,-0.019075037310946345
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.1595767485179545,-0.04874796901791785,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.1595767485179545,-0.0341706890385797,1,-0.06317539891226287,-0.0472959546430055
0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,-0.019217932471103805,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,0.0,-0.02432734352297502,1,0.10914843382329197,-0.017765918096191456
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0037808790266546863,-0.045950353734619524,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.02196610131126166,1,0.11323133168299675,-0.010682191461051399
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.28523646201380776,-0.011621839958711383,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,-0.28523646201380776,-0.021795312685510874,1,-0.2305356305026374,-0.027248688158877713
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.19227044927043455,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.19227044927043455,0.012947973467220613,1,-0.0903148959269182,-0.009584264581224907
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0037808790266546863,0.14486933797922383,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,0.1688535904025817,1,-0.15816363846355652,0.14632135235413618
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.03455631255953132,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.010572060136173457,1,0.10914843382329197,0.02349993206421322
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.0967468917700279,0.033759137740783395,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,-0.0967468917700279,-0.006668320119012616,1,-0.19434963448309694,-0.029200558167458132
1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.07917670712416662,0.07572434292526244,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,0.07917670712416662,0.007320081609147067,1,-0.1310241414489012,-0.015212156439298451
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.26010451931463713,-0.0018136931655947724,0.4346240179573513,0.26973438084549195,0.5095398428731762,0.4645061728395062,-0.26010451931463713,-0.03015349890082489,1,-0.1717333869708842,-0.03524438422974108
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.23497257661546644,-0.0018136931655947724,0.4346240179573513,0.26973438084549195,0.5095398428731762,0.4645061728395062,-0.23497257661546644,-0.03015349890082489,1,-0.14459388995622885,-0.03524438422974108
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.028912821725825332,-0.012109807460856489,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.028912821725825332,-0.013499865149044088,1,-0.004373155380509667,-0.01065779308594414
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.25510030601836114,0.14486933797922383,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.25510030601836114,0.06498970757099606,1,-0.06769864841470542,0.04245746952255055
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.43102390491255566,-0.012109807460856489,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.43102390491255566,0.011874444962501379,1,-0.004373155380509667,-0.01065779308594414
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-0.13444480581878387,-0.012109807460856489,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.13444480581878387,-0.013499865149044088,1,-0.12197764244401609,-0.01065779308594414
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.03580062969000134,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.011816377266643474,1,-0.02518808529674976,-0.007290817321142911
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.04147879307541066,-0.022796295757834293,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.04147879307541066,-0.025520131285218513,1,0.15394057720497975,-0.021344281382921944
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.27267049066422244,0.008872795131383032,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.27267049066422244,-0.014963767655479403,1,-0.2214891314977523,-0.01358559809881477
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.1595767485179545,0.15357136003847793,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,-0.1595767485179545,0.03326908731355223,1,-0.21696588199530972,0.010736849265106712
